date,team_tri,player_id,player_name,_baseline_source,exp_min_mean,exp_min_source,exp_asof_ts
,NYL,2998928,Breanna Stewart,blend_lag1_roll3_roll5_roll10,23.22666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4066533,Sabrina Ionescu,blend_lag1_roll3_roll5_roll10,22.256666666666664,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4595823,Alex Fowler,blend_lag1_roll3_roll5_roll10,18.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4337216,Han Xu,blend_lag1_roll3_roll5_roll10,17.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,2327695,Rebekah Gardner,blend_lag1_roll3_roll5_roll10,15.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4038379,Marine Johannes,blend_lag1_roll3_roll5_roll10,15.07,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,5345320,Pauline Astier,blend_lag1_roll3_roll5_roll10,13.200000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4683006,Leonie Fiebich,blend_lag1_roll3_roll5_roll10,13.013333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,2566110,Julie Vanloo,blend_lag1_roll3_roll5_roll10,10.636666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,3102133,Rebecca Allen,blend_lag1_roll3_roll5_roll10,8.853333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4281929,Satou Sabally,blend_lag1_roll3_roll5_roll10,8.65,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4432844,Aubrey Griffin,blend_lag1_roll3_roll5_roll10,6.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,2593770,Betnijah Laney-Hamilton,blend_lag1_roll3_roll5_roll10,3.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4790258,Raquel Carrera,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,NYL,4790260,Marine Fauthoux,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,2529140,Alyssa Thomas,blend_lag1_roll3_roll5_roll10,31.71,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,3906769,Jovana Nogic,blend_lag1_roll3_roll5_roll10,31.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,2998938,Kahleah Copper,blend_lag1_roll3_roll5_roll10,30.69666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,869,DeWanna Bonner,blend_lag1_roll3_roll5_roll10,27.826666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,5274110,Monique Akoa Makani,blend_lag1_roll3_roll5_roll10,26.21,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,4068042,Natasha Mack,blend_lag1_roll3_roll5_roll10,17.54,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,4704594,Marta Suarez,blend_lag1_roll3_roll5_roll10,14.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,3919496,Valeriane Ayayi,blend_lag1_roll3_roll5_roll10,12.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,887,Sami Whitcomb,blend_lag1_roll3_roll5_roll10,11.31,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,5345524,Noemie Brochant,blend_lag1_roll3_roll5_roll10,11.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,4688629,Shay Ciezki,blend_lag1_roll3_roll5_roll10,8.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,5107404,Sha Carter,blend_lag1_roll3_roll5_roll10,7.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,4282168,Kiana Williams,blend_lag1_roll3_roll5_roll10,7.333333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,PHX,4873359,Kyara Linskens,blend_lag1_roll3_roll5_roll10,3.8600000000000003,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,5345444,Laura Juskaite,blend_lag1_roll3_roll5_roll10,24.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,3904576,Marina Mabrey,blend_lag1_roll3_roll5_roll10,23.48,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,2988756,Brittney Sykes,blend_lag1_roll3_roll5_roll10,23.09333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,2569044,Temi Fagbenle,blend_lag1_roll3_roll5_roll10,21.036666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,4565505,Kiki Rice,blend_lag1_roll3_roll5_roll10,20.46666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,4001679,Julie Allemand,blend_lag1_roll3_roll5_roll10,20.37333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,3142327,Kia Nurse,blend_lag1_roll3_roll5_roll10,16.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,4434020,Teonni Key,blend_lag1_roll3_roll5_roll10,14.866666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,4398768,Nyara Sabally,blend_lag1_roll3_roll5_roll10,13.076666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,4399342,Lexi Held,blend_lag1_roll3_roll5_roll10,10.669999999999998,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,3910470,Maria Conde,blend_lag1_roll3_roll5_roll10,9.333333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,3904479,Mariella Fasoula,blend_lag1_roll3_roll5_roll10,6.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,2566453,Isabelle Harrison,blend_lag1_roll3_roll5_roll10,3.283333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
,TOR,4874475,Nikolina Milic,blend_lag1_roll3_roll5_roll10,2.3333333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-21T16:00:00Z
